,name,Total,Total_0_4,Total_5_9,Total_10_14,Total_15_19,Total_20_24,Total_25_29,Total_30_34,Total_35_39,Total_40_44,Total_45_49,Total_50_54,Total_55_59,Total_60_64,Total_65_69,Total_70_74,Total_75_79,Total_80_84,Total_85up
79500US4100200,"North Central Oregon--The Dalles City PUMA, OR",121443.0,7984.0,7594.0,7597.0,7859.0,7250.0,6504.0,7195.0,6383.0,6776.0,7532.0,7463.0,8126.0,8781.0,7870.0,6841.0,4278.0,2930.0,2480.0
79500US4100500,"Columbia, Lincoln, Clatsop & Tillamook Counties PUMA, OR",168316.0,7388.0,8851.0,9604.0,9775.0,8434.0,9188.0,8901.0,10306.0,7513.0,10039.0,10435.0,13321.0,14572.0,15314.0,9529.0,7889.0,3249.0,4008.0
79500US4101105,"Marion County (Outside Salem & Keizer Cities)--Woodburn & Silverton Cities PUMA, OR",121102.0,8267.0,9362.0,9294.0,9163.0,6371.0,6074.0,6480.0,8185.0,7980.0,8309.0,5648.0,6876.0,7930.0,7133.0,4223.0,4494.0,2382.0,2931.0
79500US4101200,"Yamhill & Polk Counties PUMA, OR",192236.0,10721.0,11042.0,13350.0,14212.0,15739.0,11761.0,11641.0,12048.0,12290.0,11028.0,11431.0,11810.0,12039.0,11120.0,8340.0,6419.0,3518.0,3727.0
79500US4101301,"Portland City (North & Northeast) PUMA, OR",123898.0,6687.0,6739.0,6701.0,5566.0,6414.0,12946.0,15160.0,12714.0,12392.0,8978.0,6133.0,4197.0,6330.0,4886.0,3762.0,2481.0,1097.0,715.0
79500US4101302,"Portland City (East) PUMA, OR",127754.0,8262.0,8734.0,7716.0,7879.0,6889.0,10453.0,10813.0,10103.0,7613.0,7343.0,8012.0,8454.0,6463.0,6735.0,4312.0,3087.0,2806.0,2080.0
79500US4101303,"Portland City (Southeast) PUMA, OR",117950.0,6674.0,5848.0,5614.0,5608.0,6374.0,11264.0,10577.0,11362.0,9946.0,10479.0,8210.0,7772.0,4579.0,5060.0,3738.0,2152.0,1166.0,1527.0
79500US4101305,"Portland City (Central East) PUMA, OR",124997.0,5828.0,4179.0,5525.0,3718.0,6218.0,13829.0,15413.0,11828.0,10471.0,9609.0,7843.0,6775.0,7022.0,7297.0,4679.0,2207.0,871.0,1685.0
79500US4101314,"Portland City (Northwest & Southwest) PUMA, OR",154501.0,6261.0,7833.0,5615.0,8098.0,10948.0,14336.0,12030.0,13586.0,10051.0,11346.0,9872.0,10505.0,9368.0,8726.0,6280.0,4262.0,2386.0,2998.0
79500US4101316,"Multnomah County (East)--Gresham & Troutdale Cities PUMA, OR",162936.0,10945.0,9202.0,10594.0,10365.0,9649.0,12440.0,13305.0,12779.0,11314.0,9849.0,8764.0,12711.0,9152.0,7844.0,5102.0,3363.0,2921.0,2637.0
79500US4101317,"Clackamas County (South & East)--Damascus City PUMA, OR",108724.0,5252.0,6204.0,5877.0,7002.0,5821.0,5474.0,6729.0,5632.0,6523.0,6960.0,6909.0,9043.0,10048.0,8714.0,5430.0,3282.0,2056.0,1768.0
79500US4101318,"Clackamas County (Northwest)--Oregon City, Milwaukie & Happy Valley Cities PUMA, OR",187899.0,10832.0,11197.0,12875.0,9985.0,9209.0,14801.0,12394.0,15188.0,13608.0,12144.0,11415.0,10735.0,10941.0,11702.0,8173.0,3581.0,4969.0,4150.0
79500US4101319,"Clackamas County (Northwest)--Lake Oswego, West Linn, Wilsonville & Canby Cities PUMA, OR",119452.0,6384.0,6507.0,8455.0,7338.0,7048.0,6628.0,6028.0,7087.0,6837.0,10378.0,7929.0,9984.0,8025.0,5407.0,6072.0,4420.0,2417.0,2508.0
79500US4101320,"Washington County (Southeast)--Tigard, Tualatin & Sherwood Cities PUMA, OR",120035.0,5277.0,5629.0,7780.0,8267.0,6314.0,9037.0,8112.0,9339.0,8330.0,8765.0,8827.0,7069.0,8407.0,6308.0,5457.0,3028.0,2219.0,1870.0
79500US4101321,"Washington County (West)--Forest Grove, Cornelius Cities, Bethany & Oak Hills PUMA, OR",118581.0,5596.0,9079.0,7270.0,10071.0,6717.0,5006.0,7994.0,8376.0,9441.0,9270.0,7461.0,6893.0,7701.0,5773.0,4445.0,3376.0,1183.0,2929.0
79500US4101322,"Washington County (Central)--Hillsboro City PUMA, OR",123980.0,9006.0,8958.0,7500.0,6764.0,7910.0,11147.0,11891.0,7239.0,10218.0,8417.0,6964.0,7202.0,5782.0,6273.0,3504.0,2538.0,820.0,1847.0
79500US4101323,"Washington County (Central)--Beaverton City (West) & Aloha PUMA, OR",119884.0,7550.0,8527.0,8999.0,5837.0,7415.0,10645.0,10648.0,8762.0,9103.0,8894.0,7572.0,7295.0,6111.0,4885.0,3868.0,1960.0,894.0,919.0
79500US4101324,"Washington County (Northeast)--Beaverton City (East & Central) & Cedar Mill PUMA, OR",115059.0,8381.0,6619.0,6591.0,5903.0,7860.0,10518.0,9462.0,9773.0,8082.0,7083.0,6119.0,5896.0,6491.0,5769.0,2838.0,3655.0,1980.0,2039.0
79500US5311000,"Lewis, Klickitat & Skamania Counties PUMA, WA",113821.0,6158.0,5154.0,8088.0,6634.0,5132.0,6009.0,7044.0,6961.0,7004.0,6776.0,7048.0,8043.0,10103.0,7602.0,6532.0,4562.0,2926.0,2045.0
79500US5311101,"Clark County (Southwest)--Vancouver City (West & Central) PUMA, WA",113079.0,7034.0,6894.0,5388.0,4811.0,8274.0,11314.0,9057.0,8144.0,6743.0,8027.0,6713.0,6917.0,6261.0,5874.0,5157.0,2936.0,1549.0,1986.0
79500US5311103,"Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities PUMA, WA",118786.0,5805.0,8195.0,9596.0,9443.0,4974.0,6162.0,6649.0,7318.0,9032.0,9319.0,7767.0,8840.0,7000.0,6761.0,5804.0,2684.0,1925.0,1512.0
79500US5311104,"Clark County (North)--Battle Ground City & Orchards PUMA, WA",130415.0,9441.0,9405.0,11673.0,8143.0,7066.0,7707.0,8166.0,7526.0,8662.0,8130.0,8163.0,8728.0,8211.0,6612.0,4696.0,3716.0,2638.0,1732.0
79500US5311200,"Cowlitz, Pacific & Wahkiakum Counties PUMA, WA",134994.0,7884.0,7050.0,9490.0,8520.0,7151.0,7191.0,7635.0,8123.0,7287.0,8555.0,7867.0,8748.0,10815.0,9913.0,7700.0,4848.0,3118.0,3099.0
