,name,Total,Totalsize_1,Totalsize_2,Totalsize_3,Totalsize_4,Totalsize_5,Totalsize_6,Totalsize_7up
14000US41005020100,"Census Tract 201, Clackamas, OR",1700.0,375.0,732.0,261.0,224.0,81.0,27.0,0.0
14000US41005020200,"Census Tract 202, Clackamas, OR",2846.0,846.0,1165.0,483.0,244.0,108.0,0.0,0.0
14000US41005020302,"Census Tract 203.02, Clackamas, OR",1774.0,506.0,698.0,238.0,234.0,50.0,44.0,4.0
14000US41005020303,"Census Tract 203.03, Clackamas, OR",2706.0,972.0,1005.0,395.0,314.0,0.0,0.0,20.0
14000US41005020304,"Census Tract 203.04, Clackamas, OR",2226.0,499.0,831.0,442.0,340.0,94.0,20.0,0.0
14000US41005020401,"Census Tract 204.01, Clackamas, OR",2258.0,557.0,759.0,362.0,355.0,221.0,4.0,0.0
14000US41005020403,"Census Tract 204.03, Clackamas, OR",1319.0,197.0,511.0,221.0,236.0,154.0,0.0,0.0
14000US41005020404,"Census Tract 204.04, Clackamas, OR",1456.0,202.0,635.0,271.0,294.0,54.0,0.0,0.0
14000US41005020501,"Census Tract 205.01, Clackamas, OR",2735.0,702.0,874.0,402.0,387.0,271.0,83.0,16.0
14000US41005020503,"Census Tract 205.03, Clackamas, OR",977.0,254.0,366.0,113.0,181.0,36.0,21.0,6.0
14000US41005020504,"Census Tract 205.04, Clackamas, OR",2560.0,477.0,1063.0,412.0,468.0,130.0,0.0,10.0
14000US41005020505,"Census Tract 205.05, Clackamas, OR",1173.0,436.0,422.0,154.0,130.0,20.0,11.0,0.0
14000US41005020600,"Census Tract 206, Clackamas, OR",3109.0,653.0,1149.0,429.0,496.0,215.0,59.0,108.0
14000US41005020700,"Census Tract 207, Clackamas, OR",1467.0,243.0,551.0,239.0,327.0,86.0,15.0,6.0
14000US41005020800,"Census Tract 208, Clackamas, OR",1987.0,832.0,573.0,375.0,133.0,56.0,18.0,0.0
14000US41005020900,"Census Tract 209, Clackamas, OR",1714.0,550.0,718.0,131.0,142.0,61.0,89.0,23.0
14000US41005021000,"Census Tract 210, Clackamas, OR",2013.0,583.0,788.0,274.0,222.0,110.0,36.0,0.0
14000US41005021100,"Census Tract 211, Clackamas, OR",2233.0,563.0,1036.0,217.0,275.0,110.0,0.0,32.0
14000US41005021200,"Census Tract 212, Clackamas, OR",1931.0,803.0,647.0,292.0,124.0,49.0,16.0,0.0
14000US41005021300,"Census Tract 213, Clackamas, OR",2374.0,812.0,804.0,375.0,222.0,118.0,13.0,30.0
14000US41005021400,"Census Tract 214, Clackamas, OR",1968.0,574.0,644.0,306.0,289.0,155.0,0.0,0.0
14000US41005021500,"Census Tract 215, Clackamas, OR",2056.0,615.0,763.0,323.0,217.0,96.0,29.0,13.0
14000US41005021601,"Census Tract 216.01, Clackamas, OR",2460.0,834.0,755.0,256.0,277.0,113.0,217.0,8.0
14000US41005021602,"Census Tract 216.02, Clackamas, OR",1988.0,409.0,716.0,459.0,210.0,124.0,43.0,27.0
14000US41005021700,"Census Tract 217, Clackamas, OR",2922.0,1061.0,911.0,530.0,255.0,33.0,25.0,107.0
14000US41005021801,"Census Tract 218.01, Clackamas, OR",2248.0,344.0,1021.0,326.0,376.0,109.0,54.0,18.0
14000US41005021802,"Census Tract 218.02, Clackamas, OR",1957.0,722.0,643.0,223.0,245.0,52.0,72.0,0.0
14000US41005021900,"Census Tract 219, Clackamas, OR",1418.0,362.0,438.0,248.0,262.0,76.0,13.0,19.0
14000US41005022000,"Census Tract 220, Clackamas, OR",2452.0,710.0,742.0,397.0,365.0,156.0,49.0,33.0
14000US41005022101,"Census Tract 221.01, Clackamas, OR",2558.0,556.0,990.0,347.0,393.0,79.0,159.0,34.0
14000US41005022103,"Census Tract 221.03, Clackamas, OR",2738.0,537.0,854.0,659.0,351.0,145.0,150.0,42.0
14000US41005022105,"Census Tract 221.05, Clackamas, OR",2251.0,440.0,791.0,463.0,315.0,88.0,75.0,79.0
14000US41005022107,"Census Tract 221.07, Clackamas, OR",1822.0,658.0,408.0,358.0,278.0,80.0,40.0,0.0
14000US41005022108,"Census Tract 221.08, Clackamas, OR",1381.0,475.0,439.0,152.0,193.0,92.0,30.0,0.0
14000US41005022201,"Census Tract 222.01, Clackamas, OR",2726.0,1382.0,693.0,350.0,82.0,140.0,46.0,33.0
14000US41005022205,"Census Tract 222.05, Clackamas, OR",1424.0,318.0,551.0,172.0,248.0,100.0,27.0,8.0
14000US41005022206,"Census Tract 222.06, Clackamas, OR",2491.0,447.0,965.0,389.0,431.0,250.0,9.0,0.0
14000US41005022207,"Census Tract 222.07, Clackamas, OR",1971.0,170.0,626.0,434.0,394.0,234.0,29.0,84.0
14000US41005022208,"Census Tract 222.08, Clackamas, OR",2391.0,268.0,807.0,430.0,622.0,178.0,68.0,18.0
14000US41005022301,"Census Tract 223.01, Clackamas, OR",1536.0,229.0,620.0,279.0,244.0,129.0,17.0,18.0
14000US41005022302,"Census Tract 223.02, Clackamas, OR",2071.0,345.0,821.0,261.0,430.0,133.0,53.0,28.0
14000US41005022400,"Census Tract 224, Clackamas, OR",1706.0,609.0,470.0,341.0,225.0,44.0,17.0,0.0
14000US41005022500,"Census Tract 225, Clackamas, OR",2983.0,698.0,1179.0,472.0,283.0,252.0,64.0,35.0
14000US41005022602,"Census Tract 226.02, Clackamas, OR",1661.0,219.0,710.0,283.0,339.0,72.0,26.0,12.0
14000US41005022603,"Census Tract 226.03, Clackamas, OR",1438.0,244.0,574.0,210.0,255.0,64.0,52.0,39.0
14000US41005022605,"Census Tract 226.05, Clackamas, OR",2649.0,575.0,825.0,456.0,506.0,189.0,8.0,90.0
14000US41005022606,"Census Tract 226.06, Clackamas, OR",1818.0,307.0,688.0,316.0,300.0,169.0,7.0,31.0
14000US41005022702,"Census Tract 227.02, Clackamas, OR",2674.0,477.0,1265.0,367.0,402.0,143.0,20.0,0.0
14000US41005022707,"Census Tract 227.07, Clackamas, OR",2413.0,579.0,862.0,409.0,399.0,138.0,26.0,0.0
14000US41005022708,"Census Tract 227.08, Clackamas, OR",1518.0,279.0,518.0,245.0,213.0,199.0,36.0,28.0
14000US41005022710,"Census Tract 227.10, Clackamas, OR",1131.0,401.0,337.0,141.0,169.0,49.0,18.0,16.0
14000US41005022800,"Census Tract 228, Clackamas, OR",1995.0,750.0,982.0,90.0,115.0,56.0,2.0,0.0
14000US41005022901,"Census Tract 229.01, Clackamas, OR",1350.0,209.0,510.0,222.0,287.0,77.0,27.0,18.0
14000US41005022904,"Census Tract 229.04, Clackamas, OR",1376.0,425.0,288.0,291.0,183.0,82.0,97.0,10.0
14000US41005022905,"Census Tract 229.05, Clackamas, OR",1625.0,389.0,563.0,261.0,202.0,134.0,20.0,56.0
14000US41005022906,"Census Tract 229.06, Clackamas, OR",1226.0,397.0,372.0,193.0,144.0,86.0,34.0,0.0
14000US41005022907,"Census Tract 229.07, Clackamas, OR",1492.0,298.0,479.0,269.0,261.0,111.0,10.0,64.0
14000US41005023001,"Census Tract 230.01, Clackamas, OR",1251.0,219.0,559.0,137.0,236.0,34.0,10.0,56.0
14000US41005023002,"Census Tract 230.02, Clackamas, OR",1440.0,278.0,576.0,161.0,273.0,93.0,25.0,34.0
14000US41005023100,"Census Tract 231, Clackamas, OR",2356.0,336.0,1129.0,450.0,324.0,117.0,0.0,0.0
14000US41005023201,"Census Tract 232.01, Clackamas, OR",1542.0,268.0,674.0,216.0,246.0,53.0,27.0,58.0
14000US41005023202,"Census Tract 232.02, Clackamas, OR",2618.0,299.0,936.0,413.0,636.0,224.0,34.0,76.0
14000US41005023300,"Census Tract 233, Clackamas, OR",1850.0,287.0,752.0,324.0,232.0,172.0,55.0,28.0
14000US41005023401,"Census Tract 234.01, Clackamas, OR",1804.0,261.0,822.0,269.0,245.0,110.0,61.0,36.0
14000US41005023403,"Census Tract 234.03, Clackamas, OR",1973.0,420.0,612.0,340.0,387.0,142.0,38.0,34.0
14000US41005023404,"Census Tract 234.04, Clackamas, OR",2332.0,658.0,828.0,280.0,275.0,198.0,37.0,56.0
14000US41005023500,"Census Tract 235, Clackamas, OR",2052.0,208.0,1109.0,225.0,154.0,301.0,44.0,11.0
14000US41005023600,"Census Tract 236, Clackamas, OR",1414.0,275.0,653.0,200.0,141.0,88.0,33.0,24.0
14000US41005023700,"Census Tract 237, Clackamas, OR",1773.0,243.0,722.0,265.0,265.0,142.0,105.0,31.0
14000US41005023800,"Census Tract 238, Clackamas, OR",2296.0,361.0,1014.0,317.0,330.0,201.0,32.0,41.0
14000US41005023901,"Census Tract 239.01, Clackamas, OR",1855.0,361.0,610.0,244.0,380.0,174.0,73.0,13.0
14000US41005023902,"Census Tract 239.02, Clackamas, OR",1892.0,505.0,547.0,244.0,282.0,159.0,58.0,97.0
14000US41005024000,"Census Tract 240, Clackamas, OR",966.0,150.0,409.0,157.0,178.0,49.0,23.0,0.0
14000US41005024100,"Census Tract 241, Clackamas, OR",1787.0,373.0,666.0,242.0,214.0,152.0,85.0,55.0
14000US41005024200,"Census Tract 242, Clackamas, OR",2409.0,472.0,942.0,366.0,455.0,75.0,45.0,54.0
14000US41005024302,"Census Tract 243.02, Clackamas, OR",1959.0,342.0,983.0,265.0,160.0,121.0,57.0,31.0
14000US41005024303,"Census Tract 243.03, Clackamas, OR",1164.0,238.0,596.0,74.0,161.0,56.0,39.0,0.0
14000US41005024304,"Census Tract 243.04, Clackamas, OR",984.0,361.0,321.0,142.0,86.0,41.0,27.0,6.0
14000US41005024400,"Census Tract 244, Clackamas, OR",3275.0,860.0,1334.0,429.0,394.0,210.0,7.0,41.0
14000US41005980000,"Census Tract 9800, Clackamas, OR",22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
14000US41009970200,"Census Tract 9702, Columbia, OR",2503.0,845.0,847.0,232.0,310.0,139.0,75.0,55.0
14000US41009970300,"Census Tract 9703, Columbia, OR",1733.0,472.0,637.0,210.0,198.0,106.0,39.0,71.0
14000US41009970400,"Census Tract 9704, Columbia, OR",968.0,135.0,528.0,97.0,119.0,26.0,52.0,11.0
14000US41009970500,"Census Tract 9705, Columbia, OR",2522.0,477.0,1156.0,449.0,294.0,50.0,10.0,86.0
14000US41009970600,"Census Tract 9706, Columbia, OR",2036.0,449.0,759.0,262.0,329.0,140.0,97.0,0.0
14000US41009970700,"Census Tract 9707, Columbia, OR",1597.0,451.0,544.0,282.0,215.0,61.0,39.0,5.0
14000US41009970800,"Census Tract 9708, Columbia, OR",2782.0,868.0,811.0,433.0,423.0,208.0,39.0,0.0
14000US41009970900,"Census Tract 9709, Columbia, OR",2039.0,683.0,679.0,305.0,281.0,63.0,18.0,10.0
14000US41009971000,"Census Tract 9710, Columbia, OR",1821.0,409.0,642.0,364.0,272.0,92.0,42.0,0.0
14000US41009971100,"Census Tract 9711, Columbia, OR",1295.0,341.0,489.0,230.0,97.0,87.0,27.0,24.0
14000US41051000100,"Census Tract 1, Multnomah, OR",2866.0,843.0,1134.0,422.0,435.0,32.0,0.0,0.0
14000US41051000200,"Census Tract 2, Multnomah, OR",3101.0,1455.0,821.0,459.0,275.0,60.0,31.0,0.0
14000US41051000301,"Census Tract 3.01, Multnomah, OR",2132.0,903.0,734.0,167.0,241.0,55.0,14.0,18.0
14000US41051000302,"Census Tract 3.02, Multnomah, OR",2666.0,461.0,1042.0,424.0,564.0,140.0,14.0,21.0
14000US41051000401,"Census Tract 4.01, Multnomah, OR",1496.0,250.0,667.0,319.0,176.0,71.0,0.0,13.0
14000US41051000402,"Census Tract 4.02, Multnomah, OR",1425.0,418.0,473.0,242.0,243.0,38.0,0.0,11.0
14000US41051000501,"Census Tract 5.01, Multnomah, OR",1711.0,486.0,576.0,328.0,184.0,119.0,18.0,0.0
14000US41051000502,"Census Tract 5.02, Multnomah, OR",1958.0,511.0,634.0,433.0,211.0,70.0,71.0,28.0
14000US41051000601,"Census Tract 6.01, Multnomah, OR",1952.0,497.0,563.0,349.0,327.0,127.0,62.0,27.0
14000US41051000602,"Census Tract 6.02, Multnomah, OR",2073.0,504.0,537.0,362.0,261.0,275.0,42.0,92.0
14000US41051000701,"Census Tract 7.01, Multnomah, OR",2003.0,686.0,620.0,372.0,190.0,124.0,11.0,0.0
14000US41051000702,"Census Tract 7.02, Multnomah, OR",2009.0,660.0,588.0,332.0,248.0,101.0,63.0,17.0
14000US41051000801,"Census Tract 8.01, Multnomah, OR",2102.0,593.0,908.0,267.0,212.0,114.0,8.0,0.0
14000US41051000802,"Census Tract 8.02, Multnomah, OR",2140.0,606.0,916.0,332.0,170.0,70.0,46.0,0.0
14000US41051000901,"Census Tract 9.01, Multnomah, OR",2042.0,648.0,731.0,351.0,237.0,71.0,4.0,0.0
14000US41051000902,"Census Tract 9.02, Multnomah, OR",2108.0,570.0,920.0,404.0,171.0,11.0,0.0,32.0
14000US41051001000,"Census Tract 10, Multnomah, OR",2560.0,799.0,868.0,470.0,274.0,149.0,0.0,0.0
14000US41051001101,"Census Tract 11.01, Multnomah, OR",1539.0,1044.0,369.0,106.0,6.0,14.0,0.0,0.0
14000US41051001102,"Census Tract 11.02, Multnomah, OR",705.0,254.0,260.0,69.0,78.0,40.0,4.0,0.0
14000US41051001201,"Census Tract 12.01, Multnomah, OR",2703.0,1128.0,1103.0,369.0,66.0,37.0,0.0,0.0
14000US41051001202,"Census Tract 12.02, Multnomah, OR",1552.0,412.0,739.0,140.0,223.0,17.0,21.0,0.0
14000US41051001301,"Census Tract 13.01, Multnomah, OR",1906.0,685.0,708.0,298.0,215.0,0.0,0.0,0.0
14000US41051001302,"Census Tract 13.02, Multnomah, OR",1401.0,419.0,422.0,278.0,243.0,39.0,0.0,0.0
14000US41051001400,"Census Tract 14, Multnomah, OR",2480.0,679.0,1013.0,379.0,369.0,29.0,11.0,0.0
14000US41051001500,"Census Tract 15, Multnomah, OR",1372.0,248.0,531.0,340.0,180.0,59.0,14.0,0.0
14000US41051001601,"Census Tract 16.01, Multnomah, OR",2503.0,837.0,951.0,315.0,307.0,53.0,26.0,14.0
14000US41051001602,"Census Tract 16.02, Multnomah, OR",1779.0,468.0,619.0,377.0,207.0,48.0,60.0,0.0
14000US41051001701,"Census Tract 17.01, Multnomah, OR",2981.0,899.0,1236.0,315.0,308.0,52.0,171.0,0.0
14000US41051001702,"Census Tract 17.02, Multnomah, OR",1559.0,381.0,585.0,276.0,207.0,78.0,19.0,13.0
14000US41051001801,"Census Tract 18.01, Multnomah, OR",2142.0,896.0,657.0,416.0,101.0,52.0,20.0,0.0
14000US41051001802,"Census Tract 18.02, Multnomah, OR",1664.0,616.0,585.0,214.0,127.0,108.0,0.0,14.0
14000US41051001900,"Census Tract 19, Multnomah, OR",1972.0,478.0,593.0,378.0,428.0,86.0,9.0,0.0
14000US41051002000,"Census Tract 20, Multnomah, OR",3442.0,1577.0,1427.0,278.0,108.0,52.0,0.0,0.0
14000US41051002100,"Census Tract 21, Multnomah, OR",1481.0,823.0,404.0,170.0,68.0,7.0,9.0,0.0
14000US41051002203,"Census Tract 22.03, Multnomah, OR",1843.0,818.0,572.0,258.0,154.0,41.0,0.0,0.0
14000US41051002303,"Census Tract 23.03, Multnomah, OR",1509.0,953.0,382.0,126.0,31.0,17.0,0.0,0.0
14000US41051002401,"Census Tract 24.01, Multnomah, OR",1135.0,297.0,386.0,226.0,197.0,29.0,0.0,0.0
14000US41051002402,"Census Tract 24.02, Multnomah, OR",2002.0,1144.0,627.0,159.0,72.0,0.0,0.0,0.0
14000US41051002501,"Census Tract 25.01, Multnomah, OR",1722.0,259.0,660.0,318.0,363.0,102.0,10.0,10.0
14000US41051002502,"Census Tract 25.02, Multnomah, OR",2108.0,752.0,889.0,189.0,236.0,14.0,28.0,0.0
14000US41051002600,"Census Tract 26, Multnomah, OR",1076.0,174.0,440.0,134.0,267.0,42.0,19.0,0.0
14000US41051002701,"Census Tract 27.01, Multnomah, OR",1217.0,207.0,475.0,147.0,333.0,55.0,0.0,0.0
14000US41051002702,"Census Tract 27.02, Multnomah, OR",1694.0,919.0,432.0,139.0,118.0,53.0,6.0,27.0
14000US41051002801,"Census Tract 28.01, Multnomah, OR",1209.0,309.0,461.0,173.0,230.0,24.0,0.0,12.0
14000US41051002802,"Census Tract 28.02, Multnomah, OR",1357.0,399.0,437.0,195.0,286.0,40.0,0.0,0.0
14000US41051002901,"Census Tract 29.01, Multnomah, OR",1956.0,709.0,634.0,267.0,300.0,21.0,25.0,0.0
14000US41051002902,"Census Tract 29.02, Multnomah, OR",2475.0,732.0,964.0,501.0,186.0,27.0,14.0,51.0
14000US41051002903,"Census Tract 29.03, Multnomah, OR",2069.0,603.0,781.0,243.0,134.0,228.0,41.0,39.0
14000US41051003000,"Census Tract 30, Multnomah, OR",1925.0,404.0,750.0,346.0,355.0,56.0,14.0,0.0
14000US41051003100,"Census Tract 31, Multnomah, OR",1909.0,461.0,596.0,408.0,331.0,91.0,22.0,0.0
14000US41051003200,"Census Tract 32, Multnomah, OR",1758.0,439.0,642.0,339.0,271.0,37.0,30.0,0.0
14000US41051003301,"Census Tract 33.01, Multnomah, OR",1332.0,378.0,432.0,283.0,209.0,27.0,0.0,3.0
14000US41051003302,"Census Tract 33.02, Multnomah, OR",1339.0,407.0,479.0,195.0,129.0,123.0,6.0,0.0
14000US41051003401,"Census Tract 34.01, Multnomah, OR",1516.0,466.0,607.0,246.0,90.0,64.0,43.0,0.0
14000US41051003402,"Census Tract 34.02, Multnomah, OR",1765.0,598.0,638.0,340.0,143.0,37.0,6.0,3.0
14000US41051003501,"Census Tract 35.01, Multnomah, OR",1552.0,509.0,640.0,211.0,120.0,38.0,16.0,18.0
14000US41051003502,"Census Tract 35.02, Multnomah, OR",1043.0,300.0,421.0,151.0,145.0,17.0,0.0,9.0
14000US41051003601,"Census Tract 36.01, Multnomah, OR",2004.0,436.0,894.0,396.0,175.0,82.0,3.0,18.0
14000US41051003602,"Census Tract 36.02, Multnomah, OR",2472.0,598.0,851.0,419.0,485.0,85.0,10.0,24.0
14000US41051003603,"Census Tract 36.03, Multnomah, OR",651.0,164.0,308.0,88.0,61.0,16.0,14.0,0.0
14000US41051003701,"Census Tract 37.01, Multnomah, OR",1969.0,739.0,648.0,256.0,202.0,105.0,12.0,7.0
14000US41051003702,"Census Tract 37.02, Multnomah, OR",1042.0,365.0,274.0,199.0,99.0,60.0,37.0,8.0
14000US41051003801,"Census Tract 38.01, Multnomah, OR",1371.0,455.0,447.0,269.0,169.0,31.0,0.0,0.0
14000US41051003802,"Census Tract 38.02, Multnomah, OR",1410.0,343.0,531.0,269.0,182.0,70.0,0.0,15.0
14000US41051003803,"Census Tract 38.03, Multnomah, OR",1783.0,484.0,595.0,302.0,301.0,77.0,0.0,24.0
14000US41051003901,"Census Tract 39.01, Multnomah, OR",2885.0,669.0,1142.0,498.0,240.0,160.0,108.0,68.0
14000US41051003902,"Census Tract 39.02, Multnomah, OR",1351.0,279.0,532.0,212.0,276.0,34.0,18.0,0.0
14000US41051004001,"Census Tract 40.01, Multnomah, OR",2734.0,775.0,929.0,238.0,401.0,134.0,28.0,229.0
14000US41051004002,"Census Tract 40.02, Multnomah, OR",1729.0,433.0,579.0,288.0,279.0,96.0,36.0,18.0
14000US41051004101,"Census Tract 41.01, Multnomah, OR",2881.0,710.0,1082.0,399.0,429.0,200.0,34.0,27.0
14000US41051004102,"Census Tract 41.02, Multnomah, OR",2096.0,531.0,872.0,294.0,256.0,52.0,30.0,61.0
14000US41051004200,"Census Tract 42, Multnomah, OR",1910.0,769.0,656.0,138.0,172.0,148.0,27.0,0.0
14000US41051004300,"Census Tract 43, Multnomah, OR",446.0,113.0,202.0,66.0,57.0,7.0,1.0,0.0
14000US41051004500,"Census Tract 45, Multnomah, OR",1353.0,499.0,560.0,129.0,83.0,49.0,33.0,0.0
14000US41051004601,"Census Tract 46.01, Multnomah, OR",1495.0,497.0,626.0,188.0,153.0,20.0,11.0,0.0
14000US41051004602,"Census Tract 46.02, Multnomah, OR",885.0,228.0,330.0,107.0,177.0,43.0,0.0,0.0
14000US41051004700,"Census Tract 47, Multnomah, OR",2587.0,1410.0,756.0,243.0,114.0,64.0,0.0,0.0
14000US41051004800,"Census Tract 48, Multnomah, OR",2049.0,1242.0,705.0,86.0,16.0,0.0,0.0,0.0
14000US41051004900,"Census Tract 49, Multnomah, OR",2937.0,1876.0,889.0,43.0,110.0,19.0,0.0,0.0
14000US41051005000,"Census Tract 50, Multnomah, OR",2321.0,1465.0,776.0,50.0,22.0,8.0,0.0,0.0
14000US41051005100,"Census Tract 51, Multnomah, OR",5570.0,3778.0,1650.0,73.0,69.0,0.0,0.0,0.0
14000US41051005200,"Census Tract 52, Multnomah, OR",3137.0,2195.0,853.0,53.0,14.0,22.0,0.0,0.0
14000US41051005500,"Census Tract 55, Multnomah, OR",1687.0,953.0,525.0,138.0,28.0,25.0,0.0,18.0
14000US41051005600,"Census Tract 56, Multnomah, OR",2751.0,1676.0,665.0,107.0,303.0,0.0,0.0,0.0
14000US41051005700,"Census Tract 57, Multnomah, OR",2354.0,1326.0,846.0,126.0,16.0,25.0,0.0,15.0
14000US41051005800,"Census Tract 58, Multnomah, OR",2411.0,937.0,936.0,267.0,206.0,65.0,0.0,0.0
14000US41051005900,"Census Tract 59, Multnomah, OR",4830.0,2282.0,2015.0,382.0,117.0,0.0,0.0,34.0
14000US41051006001,"Census Tract 60.01, Multnomah, OR",738.0,255.0,303.0,88.0,87.0,1.0,0.0,4.0
14000US41051006002,"Census Tract 60.02, Multnomah, OR",961.0,294.0,304.0,136.0,176.0,45.0,5.0,1.0
14000US41051006100,"Census Tract 61, Multnomah, OR",1015.0,189.0,460.0,140.0,174.0,52.0,0.0,0.0
14000US41051006200,"Census Tract 62, Multnomah, OR",1269.0,299.0,533.0,209.0,176.0,25.0,27.0,0.0
14000US41051006300,"Census Tract 63, Multnomah, OR",1661.0,347.0,632.0,254.0,279.0,123.0,22.0,4.0
14000US41051006402,"Census Tract 64.02, Multnomah, OR",2107.0,319.0,727.0,479.0,452.0,85.0,40.0,5.0
14000US41051006403,"Census Tract 64.03, Multnomah, OR",1721.0,602.0,583.0,213.0,154.0,85.0,64.0,20.0
14000US41051006404,"Census Tract 64.04, Multnomah, OR",1720.0,564.0,607.0,317.0,203.0,20.0,0.0,9.0
14000US41051006501,"Census Tract 65.01, Multnomah, OR",2404.0,326.0,1104.0,521.0,315.0,70.0,68.0,0.0
14000US41051006502,"Census Tract 65.02, Multnomah, OR",2063.0,677.0,883.0,234.0,181.0,14.0,55.0,19.0
14000US41051006601,"Census Tract 66.01, Multnomah, OR",1108.0,290.0,489.0,102.0,212.0,15.0,0.0,0.0
14000US41051006602,"Census Tract 66.02, Multnomah, OR",2492.0,796.0,910.0,359.0,330.0,62.0,35.0,0.0
14000US41051006701,"Census Tract 67.01, Multnomah, OR",1373.0,459.0,435.0,228.0,182.0,69.0,0.0,0.0
14000US41051006702,"Census Tract 67.02, Multnomah, OR",1449.0,405.0,465.0,292.0,174.0,113.0,0.0,0.0
14000US41051006801,"Census Tract 68.01, Multnomah, OR",1108.0,400.0,351.0,156.0,168.0,33.0,0.0,0.0
